Timestamp,Open,High,Low,Close,Volume,Signal,Pos
2019-01-01 00:00:00,130.8,131.07,130.0,130.0,254.708749,0.0,0.0
2019-01-01 00:15:00,130.0,130.93,130.0,130.49,207.2827897,,0.0
2019-01-01 00:30:00,130.49,131.39,130.25,131.39,386.76858264,,0.0
2019-01-01 00:45:00,131.39,131.7,130.81,131.1,439.67437206,,0.0
2019-01-01 01:00:00,131.1,131.1,128.72,130.0,386.76549,,0.0
2019-01-01 01:15:00,130.0,131.0,128.86,129.86,188.460162,,0.0
2019-01-01 01:30:00,129.86,130.99,129.46,130.88,116.06539199999999,,0.0
2019-01-01 01:45:00,130.88,130.98,129.23,130.98,273.80149700000004,,0.0
2019-01-01 02:00:00,130.98,130.98,129.25,130.12,116.742599,,0.0
2019-01-01 02:15:00,130.12,130.64,130.0,130.04,597.679225,,0.0
2019-01-01 02:30:00,130.04,130.42,130.03,130.12,90.37895655999999,,0.0
2019-01-01 02:45:00,130.12,130.3,129.78,129.79,33.007599,,0.0
2019-01-01 03:00:00,129.79,130.5,129.79,130.5,718.81541,,0.0
2019-01-01 03:15:00,130.5,131.0,130.49,130.64,307.97735701,,0.0
2019-01-01 03:30:00,130.64,130.93,130.64,130.73,17.944169000000002,,0.0
2019-01-01 03:45:00,130.73,130.83,130.0,130.83,262.562355,,0.0
2019-01-01 04:00:00,130.83,133.75,130.83,132.53,355.059036,1.0,0.0
2019-01-01 04:15:00,132.53,133.15,132.34,132.38,170.78409,0.0,1.0
2019-01-01 04:30:00,132.38,132.5,131.27,132.24,373.890151,,0.0
2019-01-01 04:45:00,132.24,132.24,131.41,132.09,136.107188,,0.0
2019-01-01 05:00:00,132.09,132.26,132.09,132.14,160.450813,,0.0
2019-01-01 05:15:00,132.14,132.53,132.14,132.53,30.272568,,0.0
2019-01-01 05:30:00,132.53,132.53,132.28,132.32,222.394175,,0.0
2019-01-01 05:45:00,132.32,132.32,132.28,132.28,102.384389,,0.0
2019-01-01 06:00:00,132.28,132.85,132.28,132.74,127.35338747,,0.0
2019-01-01 06:15:00,132.74,132.74,132.72,132.73,26.277061,,0.0
2019-01-01 06:30:00,132.73,133.0,132.73,133.0,37.31448278,,0.0
2019-01-01 06:45:00,133.0,133.86,133.0,133.21,322.96092912,,0.0
2019-01-01 07:00:00,133.21,134.0,133.14,133.34,338.5827536,,0.0
2019-01-01 07:15:00,133.34,133.58,133.33,133.44,32.499313,,0.0
2019-01-01 07:45:00,133.44,133.54,133.0,133.54,166.00942144,,0.0
2019-01-01 08:00:00,133.54,133.54,133.24,133.24,312.912067,,0.0
2019-01-01 08:15:00,133.24,134.49,133.24,134.39,73.21260399999998,1.0,0.0
2019-01-01 08:30:00,134.39,134.64,134.13,134.42,31.088230000000003,0.0,1.0
2019-01-01 08:45:00,134.42,135.15,134.42,135.0,1213.5276290000002,1.0,0.0
2019-01-01 09:00:00,135.0,135.0,133.69,133.77,796.524936,0.0,1.0
2019-01-01 09:15:00,133.77,134.17,133.76,134.08,311.9175,,0.0
2019-01-01 09:30:00,134.08,134.08,133.33,133.73,183.045875,,0.0
2019-01-01 09:45:00,133.73,133.8,133.52,133.62,228.15145074,,0.0
2019-01-01 10:00:00,133.62,133.83,133.62,133.8,0.64627,,0.0
2019-01-01 10:15:00,133.8,133.8,133.8,133.8,0.022681,,0.0
2019-01-01 10:30:00,133.8,133.82,133.8,133.82,0.356978,,0.0
2019-01-01 10:45:00,133.82,133.82,133.75,133.79,6.736700999999999,,0.0
2019-01-01 11:00:00,133.79,134.31,133.79,134.31,51.96182642,,0.0
2019-01-01 11:15:00,134.31,134.7,134.31,134.7,33.902041,,0.0
2019-01-01 11:30:00,134.7,134.7,134.31,134.31,145.85930199999999,,0.0
2019-01-01 11:45:00,134.31,134.31,133.51,133.98,45.0,,0.0
2019-01-01 12:00:00,133.98,134.0,133.23,134.0,49.21320729,,0.0
2019-01-01 12:15:00,134.0,134.0,133.59,133.59,3.8,,0.0
2019-01-01 12:30:00,133.59,134.07,133.59,134.07,61.56440614,,0.0
2019-01-01 12:45:00,134.07,134.28,134.07,134.28,0.007483,,0.0
2019-01-01 13:00:00,134.28,134.42,134.28,134.42,8.64,,0.0
2019-01-01 13:15:00,134.42,134.43,133.85,133.85,27.304358,,0.0
2019-01-01 13:30:00,133.85,134.18,133.85,134.18,5.543961,,0.0
2019-01-01 13:45:00,134.18,135.26,134.15,134.4,37.814797,,0.0
2019-01-01 14:00:00,134.4,134.4,131.01,133.92,269.48711099999997,,0.0
2019-01-01 14:15:00,133.92,134.08,133.58,134.08,38.906659000000005,,0.0
2019-01-01 14:30:00,134.08,134.08,133.44,133.77,39.07717745,,0.0
2019-01-01 14:45:00,133.77,133.9,133.42,133.46,60.976788,,0.0
2019-01-01 15:00:00,133.46,133.46,132.5,132.5,31.436152,,0.0
2019-01-01 15:15:00,132.5,133.09,132.5,133.0,482.893916,,0.0
2019-01-01 15:30:00,133.0,134.18,132.65,132.65,162.97863371,,0.0
2019-01-01 15:45:00,132.65,133.68,131.05,131.05,238.99227958,,0.0
2019-01-01 16:00:00,131.05,133.03,131.05,133.03,290.829527,,0.0
2019-01-01 16:15:00,133.03,133.2,133.02,133.14,71.63107074,,0.0
2019-01-01 16:30:00,133.14,133.14,133.08,133.1,4.20650416,,0.0
2019-01-01 16:45:00,133.1,133.32,133.1,133.25,11.68240888,,0.0
2019-01-01 17:00:00,133.25,133.39,133.25,133.26,4.26,,0.0
2019-01-01 17:30:00,133.26,133.42,132.86,132.89,37.043703,,0.0
2019-01-01 17:45:00,132.89,133.09,132.71,132.71,4.182408,,0.0
2019-01-01 18:00:00,132.71,132.71,129.77,131.78,3645.7216609999996,,0.0
2019-01-01 18:15:00,131.78,132.23,131.35,132.11,537.479646,,0.0
2019-01-01 18:30:00,132.11,132.11,130.74,131.73,321.27342,,0.0
2019-01-01 18:45:00,131.73,131.73,131.64,131.73,35.618947,,0.0
2019-01-01 19:00:00,131.73,133.19,131.73,132.99,47.256052,,0.0
2019-01-01 19:15:00,132.99,133.45,132.89,133.24,51.57502914,,0.0
2019-01-01 19:30:00,133.24,134.41,133.22,134.41,376.44467099999997,,0.0
2019-01-01 19:45:00,134.41,136.45,134.27,135.51,144.74528025,,0.0
2019-01-01 20:00:00,135.51,139.88,135.51,139.0,1096.35204183,1.0,0.0
2019-01-01 20:15:00,139.0,140.87,137.37,138.0,275.91663687,0.0,1.0
2019-01-01 20:30:00,138.0,138.73,137.73,137.73,303.07763427,,0.0
2019-01-01 20:45:00,137.73,138.2,137.21,138.2,96.85958745,,0.0
2019-01-01 21:00:00,138.2,138.97,138.11,138.36,34.8866716,,0.0
2019-01-01 21:15:00,138.36,138.47,138.05,138.47,78.30345200000001,,0.0
2019-01-01 21:30:00,138.47,138.47,138.15,138.35,104.060172,,0.0
2019-01-01 21:45:00,138.35,138.35,137.82,137.83,20.09947858,,0.0
2019-01-01 22:00:00,137.83,137.94,137.66,137.66,47.468891,,0.0
2019-01-01 22:15:00,137.66,137.66,136.97,137.2,97.71997499999999,,0.0
2019-01-01 22:30:00,137.2,137.24,136.2,137.24,19.763109,,0.0
2019-01-01 22:45:00,137.24,138.18,137.24,138.13,28.70956698,1.0,0.0
2019-01-01 23:00:00,138.13,139.14,137.54,139.14,1015.786008,0.0,1.0
2019-01-01 23:15:00,139.14,140.92,138.22,139.54,1515.69165492,,0.0
2019-01-01 23:30:00,139.54,139.77,138.64,138.64,92.97862773,,0.0
2019-01-01 23:45:00,138.64,139.49,138.28,139.48,503.26003028,,0.0
2019-01-02 00:00:00,139.48,140.62,139.33,140.23,543.916442,,0.0
2019-01-02 00:15:00,140.23,140.23,139.48,139.69,53.13544,,0.0
2019-01-02 00:30:00,139.69,139.69,139.0,139.55,109.632108,,0.0
2019-01-02 00:45:00,139.55,140.44,139.55,139.91,2379.93996164,,0.0
2019-01-02 01:00:00,139.91,139.98,139.12,139.12,210.244708,,0.0
2019-01-02 01:15:00,139.12,139.55,139.12,139.51,83.515456,,0.0
2019-01-02 01:30:00,139.51,139.74,139.3,139.53,17.676797,,0.0
2019-01-02 01:45:00,139.53,139.74,138.78,139.07,81.320471,,0.0
2019-01-02 02:00:00,139.07,139.19,138.84,139.19,170.99385,,0.0
2019-01-02 02:15:00,139.19,139.29,139.0,139.29,8.21271573,,0.0
2019-01-02 02:30:00,139.29,139.29,139.05,139.05,12.131935,,0.0
2019-01-02 02:45:00,139.05,139.15,138.81,139.15,28.766162,,0.0
2019-01-02 03:00:00,139.15,139.72,139.15,139.72,144.78101609,,0.0
2019-01-02 03:15:00,139.72,139.8,139.52,139.74,29.247194920000002,,0.0
2019-01-02 03:30:00,139.74,139.74,139.33,139.33,10.28307657,,0.0
